regiao;idade;area;sexo;cor.ou.raca;escolaridade;escolaridadepai;escolaridademae;rendachefedefamiliaultimomes;renda.total.de.todos.os.moradores;numero.de.moradores.no.domicilio;no.ultimo.mes.alguma.pessoa.deste.domicilio.recebeu.rendimentos.do.bolsa.familia;religiao;mulheres.que.usam.roupas.que.mostram.o.corpo.merecem.ser.atacadas;as.mulatas.sao.mais.fogosas.do.que.as.mulheres.brancas;da.pra.entender.que.um.homem.que.cresceu.em.uma.familia.violenta.agrida.sua.mulher;os.homens.devem.ser.a.cabeca.do.lar;casos.de.violencia.dentro.de.casa.devem.ser.discutidos.somente.entre.os.membros.;incomoda.ver.dois.homens,.ou.duas.mulheres,.se.beijando.na.boca.em.publico;se.as.mulheres.soubessem.como.se.comportar,.haveria.menos.estupros;homem.que.bate.na.esposa.tem.que.ir.para.a.cadeia;e.violencia.falar.mentiras.sobre.uma.mulher.para.os.outros;toda.mulher.sonha.em.se.casar;o.que.acontece.com.o.casal.em.casa.nao.interessa.aos.outros;quando.ha.violencia,.os.casais.devem.se.separar;casais.de.pessoas.do.mesmo.sexo.devem.ter.os.mesmos.direitos.dos.outros.casais;da.pra.entender.que.um.homem.rasgue.ou.quebre.as.coisas.da.mulher.se.ficou.nervoso;um.homem.pode.xingar.e.gritar.com.sua.propria.mulher;e.da.natureza.do.homem.ser.violento;em.briga.de.marido.e.mulher,.nao.se.mete.a.colher;a.roupa.suja.deve.ser.lavada.em.casa;uma.mulher.so.se.sente.realizada.quando.tem.filhos;a.mulher.casada.deve.satisfazer.o.marido.na.cama,.mesmo.quando.nao.tem.vontade;piada.de.preto.e.so.brincadeira,.nao.e.racismo;um.casal.de.dois.homens.vive.um.amor.tao.bonito.quanto.entre.um.homem.e.uma.mulher;mulher.que.e.agredida.e.continua.com.o.parceiro.gosta.de.apanhar;casamento.de.homem.com.homem.ou.de.mulher.com.mulher.deve.ser.proibido;a.mulher.que.apanha.em.casa.deve.ficar.quieta.para.nao.prejudicar.os.filhos;a.questao.da.violencia.contra.as.mulheres.recebe.mais.importancia.do.que.merece;tem.mulher.que.e.pra.casar,.tem.mulher.que.e.pra.cama
SUDESTE;68;urbano;feminino;branca;quarta serie fundamental incompleta;nao sabe;nao sabe;2200;2200;5;2;catolica;discorda total;neutro;discorda total;concorda total;concorda total;concorda total;discorda total;concorda total;concorda parcial;concorda parcial;concorda total;concorda parcial;neutro;discorda total;discorda total;concorda parcial;concorda total;concorda total;concorda parcial;discorda total;neutro;discorda parcial;concorda total;discorda parcial;discorda total;discorda total;concorda parcial
SUDESTE;50;urbano;feminino;parda;quarta serie fundamental incompleta;nao sabe;analfabeto ou sem instrucao;850;850;2;2;afrobrasileiras;discorda total;ns;discorda total;discorda total;concorda parcial;concorda parcial;discorda total;concorda total;concorda total;concorda total;concorda parcial;concorda total;concorda parcial;discorda total;discorda total;discorda total;concorda parcial;concorda parcial;discorda total;discorda total;discorda total;concorda parcial;discorda total;concorda parcial;discorda total;discorda total;discorda total
SUL;48;urbano;feminino;branca;setima serie fundamental;primeira serie fundamental;primeira serie fundamental;736;736;2;2;catolica;discorda total;ns;discorda total;discorda total;discorda total;discorda total;concorda total;concorda total;concorda total;concorda total;concorda parcial;concorda total;concorda total;discorda total;discorda total;discorda total;concorda total;concorda total;concorda parcial;discorda total;concorda parcial;concorda total;concorda total;discorda total;discorda total;discorda total;discorda total
NORDESTE;36;urbano;feminino;parda;primeira serie medio;quinta serie fundamental;quinta serie fundamental;678;678;4;1;catolica;concorda parcial;discorda total;concorda total;discorda total;discorda total;discorda total;concorda parcial;concorda total;discorda total;discorda total;concorda total;concorda total;concorda total;discorda total;discorda total;discorda total;concorda total;concorda total;discorda total;discorda total;discorda total;concorda parcial;concorda total;concorda total;discorda total;discorda total;concorda total
SUL;41;urbano;masculino;branca;quarta serie fundamental completa;analfabeto ou sem instrucao;analfabeto ou sem instrucao;1800;1800;3;2;catolica;discorda total;discorda total;discorda total;discorda total;discorda total;concorda total;discorda total;concorda total;concorda total;concorda total;concorda parcial;concorda total;concorda total;discorda total;discorda total;discorda total;discorda total;discorda total;discorda total;concorda total;concorda total;discorda total;discorda total;concorda total;discorda total;discorda total;concorda total
NORDESTE;65;urbano;masculino;parda;medio completo;nao sabe;nao sabe;1500;1800;2;2;catolica;discorda parcial;concorda parcial;concorda parcial;concorda total;discorda total;concorda parcial;discorda total;ns;concorda total;concorda parcial;concorda total;concorda total;discorda total;discorda total;discorda total;discorda total;concorda total;discorda total;discorda total;discorda total;discorda total;discorda total;concorda total;concorda total;discorda total;discorda total;discorda total
SUDESTE;62;metropolitano;feminino;parda;medio completo;analfabeto ou sem instrucao;analfabeto ou sem instrucao;2100;3000;5;2;outras;discorda total;discorda total;discorda total;discorda total;discorda total;discorda total;discorda total;concorda total;concorda total;discorda total;discorda total;concorda total;concorda total;discorda total;discorda total;discorda total;discorda total;discorda total;discorda total;discorda total;discorda total;concorda total;discorda total;discorda total;discorda total;discorda total;discorda total
SUL;77;urbano;feminino;branca;primeira serie fundamental;analfabeto ou sem instrucao;analfabeto ou sem instrucao;670;670;1;2;catolica;discorda total;ns;concorda total;concorda total;discorda total;concorda total;discorda total;concorda parcial;concorda total;concorda total;concorda total;concorda total;discorda total;discorda total;discorda total;concorda total;concorda total;concorda total;concorda total;concorda total;concorda total;discorda total;discorda total;concorda total;discorda total;ns;ns
NORDESTE;19;urbano;masculino;parda;terceira serie medio incompleto;primeira serie fundamental;quinta serie fundamental;678;2000;4;2;evangelica;discorda total;concorda total;concorda parcial;discorda parcial;concorda parcial;concorda parcial;discorda total;concorda total;discorda total;concorda parcial;concorda total;concorda parcial;discorda total;discorda total;discorda total;discorda total;concorda total;concorda parcial;concorda parcial;concorda total;discorda total;discorda total;concorda total;concorda parcial;discorda total;concorda total;concorda parcial
SUDESTE;70;urbano;feminino;parda;analfabeto ou sem instrucao;analfabeto ou sem instrucao;analfabeto ou sem instrucao;740;740;3;2;evangelica;discorda total;ns;discorda total;concorda total;concorda parcial;concorda total;ns;concorda total;discorda total;concorda total;concorda parcial;concorda total;discorda total;discorda total;discorda total;discorda total;discorda total;concorda parcial;discorda total;discorda total;discorda total;discorda total;concorda parcial;concorda total;discorda total;discorda total;ns
SUL;30;urbano;feminino;preta;cursou superior sem concluir;cursou superior sem concluir;superior completo;1200;2500;3;2;catolica;discorda total;discorda total;discorda total;concorda parcial;discorda total;discorda total;discorda total;concorda total;concorda total;discorda total;concorda parcial;concorda total;concorda total;discorda total;discorda total;discorda total;discorda total;discorda total;concorda total;concorda parcial;discorda total;concorda total;discorda total;discorda total;discorda total;discorda total;concorda total
SUDESTE;54;urbano;feminino;branca;oitava serie fundamental incompleta;sexta serie fundamental;quinta serie fundamental;1400;1400;6;2;evangelica;discorda total;ns;concorda parcial;concorda total;concorda total;concorda total;concorda total;concorda parcial;concorda parcial;concorda total;concorda total;concorda parcial;discorda total;concorda parcial;concorda parcial;concorda parcial;concorda total;concorda total;concorda total;concorda total;concorda total;concorda parcial;concorda parcial;concorda total;concorda parcial;discorda total;ns
SUL;71;urbano;feminino;branca;quarta serie fundamental completa;nao sabe;analfabeto ou sem instrucao;672;1344;2;2;catolica;discorda total;discorda total;discorda total;concorda parcial;concorda total;concorda total;discorda total;concorda total;concorda total;concorda total;concorda total;concorda total;discorda total;discorda total;discorda total;discorda total;discorda total;concorda total;discorda total;concorda total;concorda total;discorda total;concorda total;concorda total;discorda total;discorda total;discorda total
NORDESTE;31;urbano;feminino;parda;medio completo;terceira serie fundamental;terceira serie fundamental;;;4;2;catolica;concorda total;discorda total;discorda total;concorda parcial;discorda total;discorda total;concorda total;concorda total;discorda total;concorda total;concorda total;concorda total;concorda total;discorda total;discorda total;concorda parcial;concorda total;concorda total;concorda parcial;discorda total;discorda total;discorda total;discorda total;discorda total;discorda total;concorda parcial;concorda total
SUL;31;urbano;feminino;branca;cursou superior sem concluir;fundamental completa;fundamental completa;;;3;2;catolica;discorda total;discorda total;concorda total;discorda total;discorda total;discorda total;discorda parcial;concorda total;concorda total;concorda total;discorda parcial;concorda total;concorda total;discorda total;discorda total;discorda parcial;discorda parcial;discorda total;discorda total;discorda total;discorda total;concorda total;discorda parcial;discorda total;discorda total;discorda total;discorda parcial
SUL;50;urbano;feminino;preta;medio completo;quarta serie fundamental completa;quarta serie fundamental completa;;8000;3;2;catolica;discorda total;discorda total;discorda total;discorda total;concorda parcial;concorda total;discorda total;concorda total;concorda parcial;concorda parcial;concorda parcial;concorda total;concorda total;discorda total;discorda total;concorda parcial;concorda parcial;concorda parcial;discorda total;concorda parcial;concorda parcial;discorda total;concorda parcial;concorda total;discorda total;discorda parcial;concorda total
SUL;57;urbano;feminino;preta;superior completo;analfabeto ou sem instrucao;analfabeto ou sem instrucao;3000;3000;1;2;evangelica;discorda total;discorda total;concorda total;discorda total;discorda total;concorda total;concorda total;concorda total;concorda parcial;discorda total;concorda parcial;concorda total;discorda total;discorda total;discorda total;discorda total;discorda total;discorda total;concorda parcial;concorda parcial;discorda total;discorda total;discorda total;discorda total;discorda total;discorda total;concorda total
SUL;31;urbano;masculino;branca;medio completo;nao sabe;fundamental completa;1000;1000;4;2;catolica;discorda total;discorda total;concorda total;concorda total;concorda total;concorda total;concorda total;concorda total;concorda total;ns;concorda total;concorda total;discorda total;discorda total;discorda total;discorda total;concorda total;concorda total;concorda total;discorda total;discorda total;discorda total;discorda total;concorda total;concorda total;discorda total;discorda total
SUDESTE;19;metropolitano;feminino;parda;cursou superior sem concluir;medio completo;medio completo;3000;3000;3;2;catolica;discorda total;discorda total;discorda total;discorda total;concorda parcial;concorda parcial;concorda parcial;concorda total;concorda parcial;concorda parcial;discorda parcial;concorda parcial;concorda parcial;discorda total;discorda total;discorda parcial;discorda parcial;concorda total;discorda parcial;discorda total;concorda parcial;concorda parcial;discorda parcial;discorda parcial;discorda total;discorda total;concorda parcial
SUDESTE;30;metropolitano;masculino;branca;superior completo;segunda serie medio;segunda serie medio;3500;6000;5;2;catolica;discorda total;neutro;discorda parcial;discorda total;neutro;discorda parcial;concorda parcial;concorda total;discorda parcial;discorda parcial;discorda total;concorda parcial;discorda total;concorda parcial;neutro;discorda total;discorda total;concorda total;discorda total;concorda total;concorda total;discorda total;concorda total;discorda total;concorda total;concorda total;concorda parcial
SUL;72;urbano;masculino;preta;segunda serie fundamental;analfabeto ou sem instrucao;analfabeto ou sem instrucao;678;678;1;2;catolica;discorda total;ns;concorda total;concorda total;concorda total;concorda total;discorda total;concorda total;concorda total;concorda total;concorda total;discorda total;discorda total;discorda total;discorda total;discorda total;concorda total;concorda total;discorda total;discorda total;concorda total;discorda total;discorda total;discorda total;discorda total;discorda total;discorda total
SUL;42;metropolitano;feminino;preta;quarta serie fundamental completa;nao sabe;quinta serie fundamental;;2500;4;2;catolica;discorda total;concorda total;discorda total;concorda parcial;discorda total;concorda parcial;concorda parcial;concorda total;concorda total;concorda total;concorda total;concorda total;discorda parcial;discorda total;discorda total;discorda parcial;concorda total;concorda total;concorda parcial;discorda parcial;concorda total;discorda total;discorda total;concorda parcial;discorda total;discorda parcial;concorda total
SUL;57;urbano;masculino;preta;fundamental completa;nao sabe;nao sabe;2000;3000;2;2;catolica;discorda total;discorda total;concorda total;discorda total;discorda total;concorda total;concorda total;concorda total;concorda total;concorda total;concorda total;concorda total;discorda total;discorda total;discorda total;discorda total;concorda total;concorda total;concorda total;discorda total;discorda total;discorda total;discorda total;concorda total;discorda total;concorda total;concorda total
